year_,state_,state_po,candidate,party_detailed,candidate_vote
1984,DISTRICT OF COLUMBIA,DC,DENNIS SERRETTE,ALLIANCE,165
1984,DISTRICT OF COLUMBIA,DC,LYNDON LAROUCHE JR.,INDEPENDENT,127
1984,DISTRICT OF COLUMBIA,DC,MELVIN MASON,SOCIALIST WORKERS,127
1984,DISTRICT OF COLUMBIA,DC,LARRY HOLMES,WORKERS WORLD,107
1984,FLORIDA,FL,RONALD REAGAN,REPUBLICAN,2730350
1984,FLORIDA,FL,WALTER MONDALE,DEMOCRAT,1448816
1984,FLORIDA,FL,OTHER,,885
1984,GEORGIA,GA,RONALD REAGAN,REPUBLICAN,1068722
1984,GEORGIA,GA,WALTER MONDALE,DEMOCRAT,706628
1984,GEORGIA,GA,OTHER,,753
1984,HAWAII,HI,RONALD REAGAN,REPUBLICAN,185050
1984,HAWAII,HI,WALTER MONDALE,DEMOCRAT,147154
1984,HAWAII,HI,DAVID BERGLAND,LIBERTARIAN,2167
1984,HAWAII,HI,GUS HALL,COMMUNIST PARTY USE,821
1984,HAWAII,HI,LYNDON LAROUCHE JR.,INDEPENDENT,654
1984,IDAHO,ID,RONALD REAGAN,REPUBLICAN,297523
1984,IDAHO,ID,WALTER MONDALE,DEMOCRAT,108510
1984,IDAHO,ID,DAVID BERGLAND,LIBERTARIAN,2823
1984,IDAHO,ID,BOB RICHARDS,POPULIST,2288
1984,ILLINOIS,IL,RONALD REAGAN,REPUBLICAN,2707103
1984,ILLINOIS,IL,WALTER MONDALE,DEMOCRAT,2086499
1984,ILLINOIS,IL,DAVID BERGLAND,LIBERTARIAN,10086
1984,ILLINOIS,IL,GUS HALL,COMMUNIST PARTY USE,4672
1984,ILLINOIS,IL,SONIA JOHNSON,CITIZENS,2716
1984,ILLINOIS,IL,EDWARD WINN,WORKERS LEAGUE,2632
1984,ILLINOIS,IL,DENNIS SERRETTE,ALLIANCE,2386
1984,ILLINOIS,IL,MELVIN MASON,SOCIALIST WORKERS,2132
1984,ILLINOIS,IL,OTHER,,862
1984,INDIANA,IN,RONALD REAGAN,REPUBLICAN,1377230
1984,INDIANA,IN,WALTER MONDALE,DEMOCRAT,841481
1984,INDIANA,IN,DELMAR DENNIS,AMERICAN,7617
1984,INDIANA,IN,DAVID BERGLAND,LIBERTARIAN,6741
1984,IOWA,IA,RONALD REAGAN,REPUBLICAN,703088
1984,IOWA,IA,WALTER MONDALE,DEMOCRAT,605620
1984,IOWA,IA,LYNDON LAROUCHE JR.,INDEPENDENT,6248
1984,IOWA,IA,DAVID BERGLAND,LIBERTARIAN,1844
1984,IOWA,IA,OTHER,,1051
1984,IOWA,IA,GERALD BAKER,BIG DEAL PARTY,892
1984,IOWA,IA,DENNIS SERRETTE,ALLIANCE,463
1984,IOWA,IA,MELVIN MASON,SOCIALIST WORKERS,313
1984,IOWA,IA,GUS HALL,COMMUNIST PARTY USE,286
1984,KANSAS,KS,RONALD REAGAN,REPUBLICAN,677296
1984,KANSAS,KS,WALTER MONDALE,DEMOCRAT,333149
1984,KANSAS,KS,BOB RICHARDS,POPULIST,3564
1984,KANSAS,KS,DAVID BERGLAND,LIBERTARIAN,3329
1984,KANSAS,KS,DENNIS SERRETTE,ALLIANCE,2544
1984,KANSAS,KS,EARL DODGE,PROHIBITION,2109
1984,KENTUCKY,KY,RONALD REAGAN,REPUBLICAN,821702
1984,KENTUCKY,KY,WALTER MONDALE,DEMOCRAT,539539
1984,KENTUCKY,KY,MELVIN MASON,SOCIALIST WORKERS,3129
1984,KENTUCKY,KY,LYNDON LAROUCHE JR.,INDEPENDENT,1776
1984,KENTUCKY,KY,JOHN B. ANDERSON,NATIONAL UNITY,1479
1984,KENTUCKY,KY,SONIA JOHNSON,CITIZENS,599
1984,KENTUCKY,KY,DELMAR DENNIS,AMERICAN,428
1984,KENTUCKY,KY,DENNIS SERRETTE,ALLIANCE,365
1984,KENTUCKY,KY,GUS HALL,COMMUNIST PARTY USE,328
1984,LOUISIANA,LA,RONALD REAGAN,REPUBLICAN,1037299
1984,LOUISIANA,LA,WALTER MONDALE,DEMOCRAT,651586
1984,LOUISIANA,LA,SONIA JOHNSON,CITIZENS,9502
1984,LOUISIANA,LA,LYNDON LAROUCHE JR.,INDEPENDENT,3552
1984,LOUISIANA,LA,DAVID BERGLAND,LIBERTARIAN,1876
1984,LOUISIANA,LA,BOB RICHARDS,POPULIST,1310
1984,LOUISIANA,LA,MELVIN MASON,SOCIALIST WORKERS,1164
1984,LOUISIANA,LA,DENNIS SERRETTE,ALLIANCE,533
1984,MAINE,ME,RONALD REAGAN,REPUBLICAN,336500
1984,MAINE,ME,WALTER MONDALE,DEMOCRAT,214515
1984,MAINE,ME,GUS HALL,COMMUNIST PARTY USE,1292
1984,MAINE,ME,DENNIS SERRETTE,ALLIANCE,755
1984,MAINE,ME,OTHER,,82
1984,MARYLAND,MD,RONALD REAGAN,REPUBLICAN,879918
1984,MARYLAND,MD,WALTER MONDALE,DEMOCRAT,787935
1984,MARYLAND,MD,DAVID BERGLAND,LIBERTARIAN,5721
1984,MARYLAND,MD,GUS HALL,COMMUNIST PARTY USE,898
1984,MARYLAND,MD,LARRY HOLMES,WORKERS WORLD,745
1984,MARYLAND,MD,DENNIS SERRETTE,ALLIANCE,656
1984,MASSACHUSETTS,MA,RONALD REAGAN,REPUBLICAN,1310936
1984,MASSACHUSETTS,MA,WALTER MONDALE,DEMOCRAT,1239606
1984,MASSACHUSETTS,MA,DENNIS SERRETTE,ALLIANCE,7998
1984,MASSACHUSETTS,MA,OTHER,,843
1984,MICHIGAN,MI,RONALD REAGAN,REPUBLICAN,2251571
1984,MICHIGAN,MI,WALTER MONDALE,DEMOCRAT,1529638
1984,MICHIGAN,MI,DAVID BERGLAND,LIBERTARIAN,10055
1984,MICHIGAN,MI,LYNDON LAROUCHE JR.,INDEPENDENT,3862
1984,MICHIGAN,MI,LARRY HOLMES,WORKERS WORLD,1416
1984,MICHIGAN,MI,SONIA JOHNSON,CITIZENS,1191
1984,MICHIGAN,MI,MELVIN MASON,SOCIALIST WORKERS,1049
1984,MICHIGAN,MI,GUS HALL,COMMUNIST PARTY USE,1048
1984,MICHIGAN,MI,DENNIS SERRETTE,ALLIANCE,665
1984,MICHIGAN,MI,OTHER,,602
1984,MICHIGAN,MI,EDWARD WINN,WORKERS LEAGUE,561
1984,MINNESOTA,MN,WALTER MONDALE,DEMOCRAT,1036364
1984,MINNESOTA,MN,RONALD REAGAN,REPUBLICAN,1032603
1984,MINNESOTA,MN,LYNDON LAROUCHE JR.,INDEPENDENT,3865
1984,MINNESOTA,MN,MELVIN MASON,SOCIALIST WORKERS,3180
1984,MINNESOTA,MN,DAVID BERGLAND,LIBERTARIAN,2996
1984,MINNESOTA,MN,BOB RICHARDS,POPULIST,2377
1984,MINNESOTA,MN,SONIA JOHNSON,CITIZENS,1219
1984,MINNESOTA,MN,OTHER,,723
1984,MINNESOTA,MN,GUS HALL,COMMUNIST PARTY USE,630
1984,MINNESOTA,MN,EDWARD WINN,WORKERS LEAGUE,260
1984,MINNESOTA,MN,DENNIS SERRETTE,ALLIANCE,232
1984,MISSISSIPPI,MS,RONALD REAGAN,REPUBLICAN,582377
1984,MISSISSIPPI,MS,WALTER MONDALE,DEMOCRAT,352192
1984,MISSISSIPPI,MS,DAVID BERGLAND,LIBERTARIAN,2336
1984,MISSISSIPPI,MS,LARRY HOLMES,WORKERS WORLD,1169
1984,MISSISSIPPI,MS,MELVIN MASON,SOCIALIST WORKERS,1032
1984,MISSISSIPPI,MS,LYNDON LAROUCHE JR.,INDEPENDENT,1001
1984,MISSISSIPPI,MS,BOB RICHARDS,POPULIST,641
1984,MISSISSIPPI,MS,DENNIS SERRETTE,ALLIANCE,356
1984,MISSOURI,MO,RONALD REAGAN,REPUBLICAN,1274188
1984,MISSOURI,MO,WALTER MONDALE,DEMOCRAT,848583
1984,MONTANA,MT,RONALD REAGAN,REPUBLICAN,232450
1984,MONTANA,MT,WALTER MONDALE,DEMOCRAT,146742
1984,MONTANA,MT,DAVID BERGLAND,LIBERTARIAN,5185
1984,NEBRASKA,NE,RONALD REAGAN,REPUBLICAN,460054
1984,NEBRASKA,NE,WALTER MONDALE,DEMOCRAT,187866
1984,NEBRASKA,NE,DAVID BERGLAND,LIBERTARIAN,2079
1984,NEBRASKA,NE,MELVIN MASON,SOCIALIST WORKERS,1066
1984,NEBRASKA,NE,DENNIS SERRETTE,ALLIANCE,1025
1984,NEVADA,NV,RONALD REAGAN,REPUBLICAN,188770
1984,NEVADA,NV,WALTER MONDALE,DEMOCRAT,91655
1984,NEVADA,NV,DAVID BERGLAND,LIBERTARIAN,2292
1984,NEW HAMPSHIRE,NH,RONALD REAGAN,REPUBLICAN,267050
1984,NEW HAMPSHIRE,NH,WALTER MONDALE,DEMOCRAT,120347
1984,NEW HAMPSHIRE,NH,DAVID BERGLAND,LIBERTARIAN,735
1984,NEW HAMPSHIRE,NH,LYNDON LAROUCHE JR.,INDEPENDENT,467
1984,NEW HAMPSHIRE,NH,DENNIS SERRETTE,ALLIANCE,305
1984,NEW JERSEY,NJ,RONALD REAGAN,REPUBLICAN,1933630
1984,NEW JERSEY,NJ,WALTER MONDALE,DEMOCRAT,1261323
1984,NEW JERSEY,NJ,LARRY HOLMES,WORKERS WORLD,8404
1984,NEW JERSEY,NJ,DAVID BERGLAND,LIBERTARIAN,6416
1984,NEW JERSEY,NJ,DENNIS SERRETTE,ALLIANCE,2293
1984,NEW JERSEY,NJ,EDWARD WINN,WORKERS LEAGUE,1721
1984,NEW JERSEY,NJ,GUS HALL,COMMUNIST PARTY USE,1564
1984,NEW JERSEY,NJ,MELVIN MASON,SOCIALIST WORKERS,1264
1984,NEW JERSEY,NJ,SONIA JOHNSON,CITIZENS,1247
1984,NEW MEXICO,NM,RONALD REAGAN,REPUBLICAN,307101
1984,NEW MEXICO,NM,WALTER MONDALE,DEMOCRAT,201769
1984,NEW MEXICO,NM,DAVID BERGLAND,LIBERTARIAN,4459
1984,NEW MEXICO,NM,SONIA JOHNSON,CITIZENS,455
1984,NEW MEXICO,NM,MELVIN MASON,SOCIALIST WORKERS,224
1984,NEW MEXICO,NM,EARL DODGE,PROHIBITION,206
1984,NEW MEXICO,NM,DENNIS SERRETTE,ALLIANCE,155
1984,NEW MEXICO,NM,OTHER,,1
1984,NEW YORK,NY,RONALD REAGAN,REPUBLICAN,3376519
1984,NEW YORK,NY,WALTER MONDALE,DEMOCRAT,3001285
1984,NEW YORK,NY,RONALD REAGAN,CONSERVATIVE,288244
1984,NEW YORK,NY,WALTER MONDALE,LIBERAL PARTY,118324
1984,NEW YORK,NY,DAVID BERGLAND,LIBERTARIAN,11949
1984,NEW YORK,NY,GUS HALL,COMMUNIST PARTY USE,4226
1984,NEW YORK,NY,DENNIS SERRETTE,ALLIANCE,3200
1984,NEW YORK,NY,LARRY HOLMES,WORKERS WORLD,2226
1984,NEW YORK,NY,OTHER,,837
1984,NORTH CAROLINA,NC,RONALD REAGAN,REPUBLICAN,1346481
1984,NORTH CAROLINA,NC,WALTER MONDALE,DEMOCRAT,824287
1984,NORTH CAROLINA,NC,DAVID BERGLAND,LIBERTARIAN,3794
1984,NORTH CAROLINA,NC,MELVIN MASON,SOCIALIST WORKERS,799
1984,NORTH DAKOTA,ND,RONALD REAGAN,REPUBLICAN,200336
1984,NORTH DAKOTA,ND,WALTER MONDALE,DEMOCRAT,104429
1984,NORTH DAKOTA,ND,LYNDON LAROUCHE JR.,INDEPENDENT,1278
1984,NORTH DAKOTA,ND,BOB RICHARDS,POPULIST,1077
1984,NORTH DAKOTA,ND,DAVID BERGLAND,LIBERTARIAN,703
1984,NORTH DAKOTA,ND,SONIA JOHNSON,CITIZENS,368
1984,NORTH DAKOTA,ND,MELVIN MASON,SOCIALIST WORKERS,239
1984,NORTH DAKOTA,ND,EARL DODGE,PROHIBITION,220
1984,NORTH DAKOTA,ND,GUS HALL,COMMUNIST PARTY USE,169
1984,NORTH DAKOTA,ND,DENNIS SERRETTE,ALLIANCE,152
1984,OHIO,OH,RONALD REAGAN,REPUBLICAN,2678559
1984,OHIO,OH,WALTER MONDALE,DEMOCRAT,1825440
1984,OHIO,OH,DENNIS SERRETTE,ALLIANCE,24180
1984,OHIO,OH,LYNDON LAROUCHE JR.,INDEPENDENT,10693
1984,OHIO,OH,EDWARD WINN,WORKERS LEAGUE,7130
1984,OHIO,OH,DAVID BERGLAND,LIBERTARIAN,5886
1984,OHIO,OH,GUS HALL,COMMUNIST PARTY USE,4438
1984,OHIO,OH,MELVIN MASON,SOCIALIST WORKERS,4344
1984,OHIO,OH,LARRY HOLMES,WORKERS WORLD,2565
1984,OKLAHOMA,OK,RONALD REAGAN,REPUBLICAN,861530
1984,OKLAHOMA,OK,WALTER MONDALE,DEMOCRAT,385080
1984,OKLAHOMA,OK,DAVID BERGLAND,LIBERTARIAN,9066
1984,OREGON,OR,RONALD REAGAN,REPUBLICAN,685700
1984,OREGON,OR,WALTER MONDALE,DEMOCRAT,536479
1984,OREGON,OR,OTHER,,4348
1984,PENNSYLVANIA,PA,RONALD REAGAN,REPUBLICAN,2584323
1984,PENNSYLVANIA,PA,WALTER MONDALE,DEMOCRAT,2228131
1984,PENNSYLVANIA,PA,SONIA JOHNSON,CITIZENS,21628
1984,PENNSYLVANIA,PA,DAVID BERGLAND,LIBERTARIAN,6982
1984,PENNSYLVANIA,PA,EDWARD WINN,WORKERS LEAGUE,2059
1984,PENNSYLVANIA,PA,GUS HALL,COMMUNIST PARTY USE,1780
1984,RHODE ISLAND,RI,RONALD REAGAN,REPUBLICAN,212080
1984,RHODE ISLAND,RI,WALTER MONDALE,DEMOCRAT,197106
1984,RHODE ISLAND,RI,BOB RICHARDS,POPULIST,510
1984,RHODE ISLAND,RI,DAVID BERGLAND,LIBERTARIAN,277
1984,RHODE ISLAND,RI,SONIA JOHNSON,CITIZENS,240
1984,RHODE ISLAND,RI,LARRY HOLMES,WORKERS WORLD,91
1984,RHODE ISLAND,RI,GUS HALL,COMMUNIST PARTY USE,75
1984,RHODE ISLAND,RI,MELVIN MASON,SOCIALIST WORKERS,61
1984,RHODE ISLAND,RI,DENNIS SERRETTE,ALLIANCE,49
1984,SOUTH CAROLINA,SC,RONALD REAGAN,REPUBLICAN,615539
1984,SOUTH CAROLINA,SC,WALTER MONDALE,DEMOCRAT,344459
1984,SOUTH CAROLINA,SC,DAVID BERGLAND,LIBERTARIAN,4359
1984,SOUTH CAROLINA,SC,DELMAR DENNIS,AMERICAN,3490
1984,SOUTH CAROLINA,SC,DENNIS SERRETTE,ALLIANCE,682
1984,SOUTH DAKOTA,SD,RONALD REAGAN,REPUBLICAN,200267
1984,SOUTH DAKOTA,SD,WALTER MONDALE,DEMOCRAT,116113
1984,SOUTH DAKOTA,SD,DENNIS SERRETTE,ALLIANCE,1150
1984,SOUTH DAKOTA,SD,MELVIN MASON,SOCIALIST WORKERS,337
1984,TENNESSEE,TN,RONALD REAGAN,REPUBLICAN,990212
1984,TENNESSEE,TN,WALTER MONDALE,DEMOCRAT,711714
1984,TENNESSEE,TN,DAVID BERGLAND,LIBERTARIAN,3072
1984,TENNESSEE,TN,LYNDON LAROUCHE JR.,INDEPENDENT,1852
1984,TENNESSEE,TN,BOB RICHARDS,POPULIST,1763
1984,TENNESSEE,TN,GUS HALL,COMMUNIST PARTY USE,1036
1984,TENNESSEE,TN,SONIA JOHNSON,CITIZENS,978
1984,TENNESSEE,TN,MELVIN MASON,SOCIALIST WORKERS,715
1984,TENNESSEE,TN,DENNIS SERRETTE,ALLIANCE,524
1984,TENNESSEE,TN,OTHER,,127
1984,TEXAS,TX,RONALD REAGAN,REPUBLICAN,3433428
1984,TEXAS,TX,WALTER MONDALE,DEMOCRAT,1949276
1984,TEXAS,TX,LYNDON LAROUCHE JR.,INDEPENDENT,14613
1984,TEXAS,TX,OTHER,,254
1984,UTAH,UT,RONALD REAGAN,REPUBLICAN,469105
1984,UTAH,UT,WALTER MONDALE,DEMOCRAT,155369
1984,UTAH,UT,DAVID BERGLAND,LIBERTARIAN,2447
1984,UTAH,UT,DELMAR DENNIS,AMERICAN,1345
1984,UTAH,UT,SONIA JOHNSON,CITIZENS,844
1984,UTAH,UT,DENNIS SERRETTE,ALLIANCE,220
1984,UTAH,UT,GUS HALL,COMMUNIST PARTY USE,184
1984,UTAH,UT,MELVIN MASON,SOCIALIST WORKERS,142
1984,VERMONT,VT,RONALD REAGAN,REPUBLICAN,135865
1984,VERMONT,VT,WALTER MONDALE,DEMOCRAT,95730
1984,VERMONT,VT,DAVID BERGLAND,LIBERTARIAN,1002
1984,VERMONT,VT,OTHER,,712
1984,VERMONT,VT,LYNDON LAROUCHE JR.,INDEPENDENT,423
1984,VERMONT,VT,DENNIS SERRETTE,ALLIANCE,323
1984,VERMONT,VT,SONIA JOHNSON,CITIZENS,264
1984,VERMONT,VT,MELVIN MASON,SOCIALIST WORKERS,127
1984,VERMONT,VT,GUS HALL,COMMUNIST PARTY USE,115
1984,VIRGINIA,VA,RONALD REAGAN,REPUBLICAN,1337078
1984,VIRGINIA,VA,WALTER MONDALE,DEMOCRAT,796250
1984,VIRGINIA,VA,LYNDON LAROUCHE JR.,INDEPENDENT,13307
1984,WASHINGTON,WA,RONALD REAGAN,REPUBLICAN,1051670
1984,WASHINGTON,WA,WALTER MONDALE,DEMOCRAT,798352
1984,WASHINGTON,WA,DAVID BERGLAND,LIBERTARIAN,8844
1984,WASHINGTON,WA,BOB RICHARDS,POPULIST,5724
1984,WASHINGTON,WA,LYNDON LAROUCHE JR.,INDEPENDENT,4712
1984,WASHINGTON,WA,SONIA JOHNSON,CITIZENS,1891
1984,WASHINGTON,WA,DENNIS SERRETTE,ALLIANCE,1654
1984,WASHINGTON,WA,GUS HALL,COMMUNIST PARTY USE,814
1984,WASHINGTON,WA,LARRY HOLMES,WORKERS WORLD,641
1984,WASHINGTON,WA,MELVIN MASON,SOCIALIST WORKERS,608
1984,WEST VIRGINIA,WV,RONALD REAGAN,REPUBLICAN,405483
1984,WEST VIRGINIA,WV,WALTER MONDALE,DEMOCRAT,328125
1984,WEST VIRGINIA,WV,BOB RICHARDS,POPULIST,996
1984,WEST VIRGINIA,WV,MELVIN MASON,SOCIALIST WORKERS,645
1984,WEST VIRGINIA,WV,DENNIS SERRETTE,ALLIANCE,493
1984,WISCONSIN,WI,RONALD REAGAN,REPUBLICAN,1198584
1984,WISCONSIN,WI,WALTER MONDALE,DEMOCRAT,995740
1984,WISCONSIN,WI,DAVID BERGLAND,LIBERTARIAN,4883
1984,WISCONSIN,WI,BOB RICHARDS,POPULIST,3864
1984,WISCONSIN,WI,LYNDON LAROUCHE JR.,INDEPENDENT,3791
1984,WISCONSIN,WI,SONIA JOHNSON,CITIZENS,1456
1984,WISCONSIN,WI,DENNIS SERRETTE,ALLIANCE,1006
1984,WISCONSIN,WI,OTHER,,706
1984,WISCONSIN,WI,LARRY HOLMES,WORKERS WORLD,619
1984,WISCONSIN,WI,GUS HALL,COMMUNIST PARTY USE,596
1984,WISCONSIN,WI,MELVIN MASON,SOCIALIST WORKERS,444
1984,WYOMING,WY,RONALD REAGAN,REPUBLICAN,133241
1984,WYOMING,WY,WALTER MONDALE,DEMOCRAT,53370
1984,WYOMING,WY,DAVID BERGLAND,LIBERTARIAN,2357
1988,ALABAMA,AL,GEORGE H.W. BUSH,REPUBLICAN,815576
1988,ALABAMA,AL,MICHAEL DUKAKIS,DEMOCRAT,549506
1988,ALABAMA,AL,RONALD RON PAUL,LIBERTARIAN,8460
1988,ALABAMA,AL,EDWARD WINN,INDEPENDENT,4428
1988,ALABAMA,AL,,,506
1988,ALASKA,AK,GEORGE H.W. BUSH,REPUBLICAN,119251
1988,ALASKA,AK,MICHAEL DUKAKIS,DEMOCRAT,72584
1988,ALASKA,AK,RONALD RON PAUL,LIBERTARIAN,5484
1988,ALASKA,AK,LENORA FULANI,NEW ALLIANCE,1024
1988,ALASKA,AK,,,957
1988,ALASKA,AK,LYNDON LAROUCHE JR.,NATIONAL ECONOMIC RECOVERY,816
1988,ARIZONA,AZ,GEORGE H.W. BUSH,REPUBLICAN,702541
1988,ARIZONA,AZ,MICHAEL DUKAKIS,DEMOCRAT,454029
1988,ARIZONA,AZ,RONALD RON PAUL,LIBERTARIAN,13351
1988,ARIZONA,AZ,LENORA FULANI,NEW ALLIANCE,1662
1988,ARIZONA,AZ,,,290
1988,ARKANSAS,AR,GEORGE H.W. BUSH,REPUBLICAN,466578
1988,ARKANSAS,AR,MICHAEL DUKAKIS,DEMOCRAT,349237
1988,ARKANSAS,AR,EARL DODGE,POPULIST,5146
1988,ARKANSAS,AR,RONALD RON PAUL,LIBERTARIAN,3297
1988,ARKANSAS,AR,LENORA FULANI,NEW ALLIANCE,2161
1988,ARKANSAS,AR,EARL DODGE,PROHIBITION,1319
1988,CALIFORNIA,CA,GEORGE H.W. BUSH,REPUBLICAN,5054917
1988,CALIFORNIA,CA,MICHAEL DUKAKIS,DEMOCRAT,4702233
1988,CALIFORNIA,CA,RONALD RON PAUL,LIBERTARIAN,70105
1988,CALIFORNIA,CA,LENORA FULANI,INDEPENDENT,58999
1988,CALIFORNIA,CA,,,811
1988,COLORADO,CO,GEORGE H.W. BUSH,REPUBLICAN,728177
1988,COLORADO,CO,MICHAEL DUKAKIS,DEMOCRAT,621453
1988,COLORADO,CO,RONALD RON PAUL,LIBERTARIAN,15482
1988,COLORADO,CO,EARL DODGE,PROHIBITION,4604
1988,COLORADO,CO,LENORA FULANI,NEW ALLIANCE,2539
1988,COLORADO,CO,,,139
1988,CONNECTICUT,CT,GEORGE H.W. BUSH,REPUBLICAN,750241
1988,CONNECTICUT,CT,MICHAEL DUKAKIS,DEMOCRAT,676584
1988,CONNECTICUT,CT,RONALD RON PAUL,LIBERTARIAN,14071
1988,CONNECTICUT,CT,LENORA FULANI,NEW ALLIANCE,2491
1988,CONNECTICUT,CT,,,7
1988,DELAWARE,DE,GEORGE H.W. BUSH,REPUBLICAN,139639
1988,DELAWARE,DE,MICHAEL DUKAKIS,DEMOCRAT,108647
1988,DELAWARE,DE,RONALD RON PAUL,LIBERTARIAN,1162
1988,DELAWARE,DE,LENORA FULANI,NEW ALLIANCE,443
1988,DISTRICT OF COLUMBIA,DC,MICHAEL DUKAKIS,DEMOCRAT,159407
1988,DISTRICT OF COLUMBIA,DC,GEORGE H.W. BUSH,REPUBLICAN,27590
1988,DISTRICT OF COLUMBIA,DC,,INDEPENDENT,3064
1988,DISTRICT OF COLUMBIA,DC,,,1553
1988,DISTRICT OF COLUMBIA,DC,RONALD RON PAUL,LIBERTARIAN,554
1988,DISTRICT OF COLUMBIA,DC,,THIRD WORLD ASSEMBLY,236
1988,DISTRICT OF COLUMBIA,DC,EDWARD WINN,WORKERS LEAGUE,208
1988,DISTRICT OF COLUMBIA,DC,WILLA KENOYER,SOCIALIST,142
1988,DISTRICT OF COLUMBIA,DC,JAMES MAC WARREN,SOCIALIST WORKERS,123
1988,FLORIDA,FL,GEORGE H.W. BUSH,REPUBLICAN,2618885
1988,FLORIDA,FL,MICHAEL DUKAKIS,DEMOCRAT,1656701
1988,FLORIDA,FL,RONALD RON PAUL,LIBERTARIAN,19796
1988,FLORIDA,FL,LENORA FULANI,NEW ALLIANCE,6655
1988,FLORIDA,FL,,,276
1988,GEORGIA,GA,GEORGE H.W. BUSH,REPUBLICAN,1081331
1988,GEORGIA,GA,MICHAEL DUKAKIS,DEMOCRAT,714792
1988,GEORGIA,GA,RONALD RON PAUL,LIBERTARIAN,8435
1988,GEORGIA,GA,LENORA FULANI,NEW ALLIANCE,5099
1988,GEORGIA,GA,,,15
1988,HAWAII,HI,MICHAEL DUKAKIS,DEMOCRAT,192364
1988,HAWAII,HI,GEORGE H.W. BUSH,REPUBLICAN,158625
1988,HAWAII,HI,RONALD RON PAUL,LIBERTARIAN,1999
1988,HAWAII,HI,LENORA FULANI,NO PARTY AFFILIATION,1003
1988,HAWAII,HI,LYNDON LAROUCHE JR.,NATIONAL ECONOMIC RECOVERY,470
1988,IDAHO,ID,GEORGE H.W. BUSH,REPUBLICAN,253881
1988,IDAHO,ID,MICHAEL DUKAKIS,DEMOCRAT,147272
1988,IDAHO,ID,RONALD RON PAUL,LIBERTARIAN,5313
1988,IDAHO,ID,LENORA FULANI,INDEPENDENT,2502
1988,ILLINOIS,IL,GEORGE H.W. BUSH,REPUBLICAN,2310939
1988,ILLINOIS,IL,MICHAEL DUKAKIS,DEMOCRAT,2215940
1988,ILLINOIS,IL,RONALD RON PAUL,LIBERTARIAN,14944
1988,ILLINOIS,IL,LENORA FULANI,SOLIDARITY,10276
1988,ILLINOIS,IL,EDWARD WINN,INDEPENDENT,7021
1988,INDIANA,IN,GEORGE H.W. BUSH,REPUBLICAN,1297763
1988,INDIANA,IN,MICHAEL DUKAKIS,DEMOCRAT,860643
1988,INDIANA,IN,LENORA FULANI,NEW ALLIANCE,10215
1988,IOWA,IA,MICHAEL DUKAKIS,DEMOCRAT,670557
1988,IOWA,IA,GEORGE H.W. BUSH,REPUBLICAN,545355
1988,IOWA,IA,LYNDON LAROUCHE JR.,NOMINATED BY PETITION,3526
1988,IOWA,IA,RONALD RON PAUL,LIBERTARIAN,2494
1988,IOWA,IA,SCATTERING,,1613
1988,IOWA,IA,DAVID DUKE,PATRIOTIC PARTY,755
1988,IOWA,IA,LENORA FULANI,NEW ALLIANCE,540
1988,IOWA,IA,WILLA KENOYER,SOCIALIST,334
1988,IOWA,IA,EDWARD WINN,WORKERS LEAGUE,235
1988,IOWA,IA,JAMES MAC WARREN,SOCIALIST WORKERS,205
1988,KANSAS,KS,GEORGE H.W. BUSH,REPUBLICAN,554049
1988,KANSAS,KS,MICHAEL DUKAKIS,DEMOCRAT,422636
1988,KANSAS,KS,,INDEPENDENT,16359
1988,KENTUCKY,KY,GEORGE H.W. BUSH,REPUBLICAN,734281
1988,KENTUCKY,KY,MICHAEL DUKAKIS,DEMOCRAT,580368
1988,KENTUCKY,KY,DAVID DUKE,POPULIST,4494
1988,KENTUCKY,KY,RONALD RON PAUL,LIBERTARIAN,2118
1988,KENTUCKY,KY,LENORA FULANI,NEW ALLIANCE,1256
1988,LOUISIANA,LA,GEORGE H.W. BUSH,REPUBLICAN,883702
1988,LOUISIANA,LA,MICHAEL DUKAKIS,DEMOCRAT,717460
1988,LOUISIANA,LA,DAVID DUKE,POPULIST,18612
1988,LOUISIANA,LA,RONALD RON PAUL,LIBERTARIAN,4115
1988,LOUISIANA,LA,LENORA FULANI,NEW ALLIANCE,2355
1988,LOUISIANA,LA,LYNDON LAROUCHE JR.,NATIONAL ECONOMIC RECOVERY,1958
1988,MAINE,ME,GEORGE H.W. BUSH,REPUBLICAN,307131
1988,MAINE,ME,MICHAEL DUKAKIS,DEMOCRAT,243569
1988,MAINE,ME,RONALD RON PAUL,LIBERTARIAN,2700
1988,MAINE,ME,LENORA FULANI,NEW ALLIANCE,1405
1988,MAINE,ME,,,230
1988,MARYLAND,MD,GEORGE H.W. BUSH,REPUBLICAN,876167
1988,MARYLAND,MD,MICHAEL DUKAKIS,DEMOCRAT,826304
1988,MARYLAND,MD,RONALD RON PAUL,LIBERTARIAN,6748
1988,MARYLAND,MD,LENORA FULANI,NEW ALLIANCE,5115
1988,MARYLAND,MD,,,24
1988,MASSACHUSETTS,MA,MICHAEL DUKAKIS,DEMOCRAT,1401415
1988,MASSACHUSETTS,MA,GEORGE H.W. BUSH,REPUBLICAN,1194635
1988,MASSACHUSETTS,MA,RONALD RON PAUL,LIBERTARIAN,24251
1988,MASSACHUSETTS,MA,LENORA FULANI,NEW ALLIANCE,9561
1988,MASSACHUSETTS,MA,,,2939
